Iteration,Backcase,IC_DA9313,IC_DA9313_Backcase,IC_DA9313_TP,IC_MCP,IC_MCP_Backcase,IC_MCP_TP,IC_PM8009_TP,IC_PM8009_backcase,IC_PM8009_chip,IC_PM855,IC_PM855B,IC_PM855B_Backcase,IC_PM855B_TP,IC_PM855L,IC_PM855L_TP,IC_PM855L_backcase,IC_PM855_Backcase,IC_PM855_TP,IC_SM8250_LPDDR5,IC_SM8250_LPDDR5_Backcase,IC_SM8250_LPDDR5_TP,MAIN_CAM_SENSOR,Main_CAM_SENOR_Backcase,Main_CAM_SENOR_TP,Main_Cam_MADA,Pilot_ISP,Pilot_NPU,Pilot_Tsensor0,Pilot_Tsensor2,Pilot_Tsensor3,Pilot_dram,Pilot_pmic,Pilot_pmic_Backcase,Pilot_pmic_TP,Pilot_soc_Backcase,Pilot_soc_TP,Pilot_soc_die,Sceen_ic_TP,Screen,Screen_ic,Screen_ic_Backcase,WIDE_CAM_MADA,WIDE_CAM_SENOR_Backcase,WIDE_CAM_SENOR_TP,WIDE_CAM_SENSOR,ch2,ch4,ch5,ch6,ch7
130,25.464532,49.817529,26.041833,26.407404,26.840448,25.853784,26.410547,26.455164,26.059167,27.708337,26.975275,26.797113,26.060297,26.488245,28.501764,26.381067,25.975061,25.908472,26.420038,27.270898,25.925836,26.399957,26.221826,25.357385,25.92074,25.519067,26.930017,26.921014,26.904138,26.908777,26.955103,26.909509,26.856561,26.05578,26.481134,26.071741,26.464258,26.921838,25.947046,25.947229,25.159662,25.464594,25.585504,25.360315,26.209955,26.187372,25.449731,26.075372,25.732294,26.200128,26.34054
170,25.632227,50.053003,26.264185,26.632104,27.078149,26.0729,26.633691,26.685602,26.286432,27.950708,27.215204,27.039026,26.300012,26.72381,28.739374,26.601953,26.193262,26.128442,26.64422,27.507898,26.141199,26.62243,26.463678,25.538751,26.113092,25.751886,27.171228,27.162378,27.145624,27.150293,27.19613,27.150446,27.098291,26.29342,26.716608,26.307611,26.700494,27.163171,26.139948,26.140131,25.256738,25.632318,25.828912,25.50509,26.420557,26.43609,25.639337,26.317072,25.943048,26.460596,26.572931
200,25.755212,50.212579,26.415857,26.784479,27.238763,26.222681,26.784937,26.841211,26.440302,28.114099,27.377161,27.202112,26.460596,26.882043,28.90011,26.752252,26.342828,26.278619,26.796045,27.668176,26.289148,26.773431,26.629816,25.676355,26.247827,25.924463,27.334039,27.32522,27.308588,27.313257,27.35885,27.313074,27.261346,26.452814,26.874994,26.465906,26.859521,27.325983,26.275049,26.275232,25.334741,25.755334,26.004663,25.611993,26.56521,26.605463,25.780359,26.478815,26.094232,26.635095,26.730127
250,25.950616,50.446252,26.637476,27.008447,27.473596,26.442072,27.00744,27.068536,26.663751,28.352075,27.613489,27.439508,26.691217,27.111932,29.135278,26.973962,26.56228,26.49856,27.019159,27.902704,26.506769,26.995752,26.875818,25.898584,26.453455,26.197015,27.571283,27.562494,27.546045,27.550653,27.595972,27.550073,27.498773,26.68194,27.105066,26.693658,27.090601,27.563257,26.481134,26.481348,25.472223,25.950769,26.274438,25.777643,26.781244,26.853479,26.00451,26.710657,26.327264,26.885217,26.959894
310,26.17019,50.694116,26.872095,27.246606,27.722192,26.674097,27.244287,27.309045,26.899103,28.603143,27.863245,27.689905,26.931299,27.35415,29.384454,27.210474,26.795465,26.731409,27.256494,28.151239,26.738428,27.232599,27.137689,26.14715,26.67901,26.497034,27.821649,27.812952,27.796564,27.801141,27.846246,27.800287,27.749261,26.920801,27.347589,26.931573,27.3341,27.813654,26.707147,26.70733,25.640314,26.170374,26.565637,25.960413,27.014032,27.114954,26.253259,26.951685,26.581232,27.144678,27.202936
380,26.406885,50.950586,27.114496,27.493707,27.979242,26.913354,27.490259,27.55752,27.141199,28.861932,28.12121,27.9479,27.176019,27.603418,29.642053,27.456537,27.036981,26.971735,27.50274,28.408197,26.978693,27.478693,27.408289,26.409509,26.918634,26.810846,28.079706,28.071008,28.054681,28.05929,28.104242,28.058221,28.007318,27.164636,27.597162,27.174707,27.58465,28.07171,26.947107,26.94729,25.833276,26.407068,26.866388,26.153223,27.258081,27.383234,26.51507,27.197076,26.846399,27.407892,27.453729
460,26.653619,51.210718,27.360071,27.744775,28.239832,27.155481,27.740442,27.809229,27.385736,29.123682,28.382471,28.208734,27.421533,27.855463,29.903253,27.707117,27.282037,27.215173,27.753168,28.668817,27.22265,27.72912,27.681604,26.675195,27.166467,27.127313,28.340662,28.331995,28.315729,28.320306,28.365198,28.319116,28.268304,27.409601,27.849481,27.419153,27.837732,28.332666,27.195306,27.19549,26.044031,26.653925,27.167627,26.350061,27.50799,27.652917,26.780298,27.443018,27.114404,27.670679,27.707483
550,26.904108,51.469812,27.604486,27.995233,28.499445,27.396173,27.990259,28.059747,27.628687,29.383844,28.642511,28.468011,27.66427,28.105859,30.163354,27.957422,27.526147,27.457269,28.003076,28.9284,27.465967,27.979211,27.952386,26.936548,27.416833,27.438226,28.600092,28.591425,28.575159,28.579736,28.624597,28.578394,28.527643,27.65191,28.100153,27.661096,28.089044,28.592096,27.445886,27.4461,26.264642,26.904443,27.46261,26.54632,27.75863,27.919366,27.041559,27.685968,27.378717,27.929346,27.959741
650,27.152338,51.723505,27.843591,28.240564,28.753534,27.631494,28.235193,28.304895,27.866052,29.638269,28.896906,28.72146,27.900659,28.350519,30.417963,28.202905,27.765039,27.694025,28.248041,29.182581,27.704187,28.224359,28.216119,27.188196,27.664178,27.737726,28.853601,28.844965,28.828668,28.833276,28.878137,28.831873,28.781213,27.888055,28.345056,27.896936,28.334528,28.845667,27.693506,27.693719,26.487787,27.152734,27.746545,26.737756,28.005151,28.1784,27.293542,27.922449,27.634424,28.180444,28.206232
750,27.373529,51.94787,28.055231,28.457666,28.978357,27.839502,28.452081,28.521539,28.075952,29.863092,29.121912,28.945428,28.109094,28.566705,30.643152,28.420343,27.976373,27.903284,28.464899,29.407373,27.915094,28.441461,28.448419,27.407587,27.884241,27.999078,29.077692,29.069055,29.052728,29.057336,29.102197,29.055841,29.005304,28.096338,28.561395,28.105096,28.551294,29.069727,27.913812,27.914026,26.689111,27.373956,27.994379,26.905084,28.223749,28.406366,27.513513,28.130945,27.858392,28.401331,28.424036
850,27.57049,52.146814,28.242883,28.650232,29.177606,28.023615,28.644403,28.713495,28.261926,30.06228,29.321375,29.143884,28.293451,28.758142,30.842798,28.613184,28.163568,28.088556,28.65722,29.606622,28.102014,28.633997,28.653711,27.599817,28.080072,28.228326,29.276208,29.267542,29.251215,29.255853,29.300745,29.254327,29.203821,28.280664,28.753015,28.289362,28.74325,29.268213,28.109827,28.11004,26.869623,27.570978,28.211908,27.051782,28.417871,28.607751,27.706537,28.315363,28.055444,28.596368,28.616907
950,27.745813,52.323297,28.409448,28.821039,29.354456,28.186792,28.815118,28.883905,28.426965,30.238977,29.498315,29.319849,28.456812,28.927972,31.019861,28.784418,28.329584,28.25274,28.827844,29.783472,28.267816,28.804926,28.835474,27.768945,28.254205,28.4302,29.452264,29.443628,29.427271,29.431909,29.476831,29.430322,29.379907,28.444025,28.923029,28.452722,28.913507,29.444269,28.284204,28.284418,27.030939,27.746362,28.403589,27.180933,28.590295,28.786066,27.876367,28.478723,28.229272,28.769006,28.787927
1100,27.967767,52.545923,28.618921,29.036737,29.577478,28.392603,29.030664,29.098718,28.634729,30.461816,29.721521,29.541833,28.662683,29.142175,31.24328,29.000574,28.53866,28.459863,29.043359,30.006586,28.476648,29.020654,29.064355,27.980341,28.474481,28.683038,29.67428,29.665613,29.649225,29.653894,29.698816,29.652307,29.601923,28.649835,29.137354,28.658411,29.128137,29.666284,28.504633,28.504816,27.235559,27.968378,28.643823,27.34762,28.808252,29.010461,28.088983,28.684534,28.447229,28.986292,29.003656
1250,28.154626,52.733179,28.795282,29.218103,29.765192,28.565424,29.212,29.279474,28.809595,30.649286,29.909326,29.72854,28.835779,29.32229,31.431268,29.182367,28.714349,28.633844,29.224664,30.194269,28.652246,29.202142,29.256647,28.15719,28.659937,28.894861,29.861017,29.852411,29.835992,29.840692,29.885614,29.839044,29.788721,28.82287,29.31759,28.831354,29.308618,29.853052,28.69024,28.690454,27.408075,28.155237,28.845209,27.485468,28.99151,29.19903,28.266901,28.857507,28.629968,29.168848,29.18493
1400,28.3117,52.890619,28.943506,29.370477,29.922937,28.710382,29.364343,29.431268,28.956567,30.806787,30.067163,29.885461,28.981042,29.473566,31.589258,29.335168,28.861902,28.779779,29.376917,30.352075,28.799615,29.3547,29.418237,28.305444,28.815851,29.072565,30.017969,30.009332,29.992914,29.997614,30.042566,29.995935,29.945703,28.968164,29.469049,28.976709,29.46026,30.010004,28.846368,28.846582,27.553186,28.312372,29.014124,27.599725,29.145593,29.357385,28.415918,29.002832,28.783289,29.322107,29.337305
1550,28.443689,53.022791,29.068018,29.498407,30.055414,28.831842,29.492303,29.558862,29.080042,30.939081,30.199701,30.017206,29.102899,29.600671,31.721918,29.463464,28.985529,28.902094,29.504785,30.484552,28.923273,29.482782,29.553857,28.429712,28.946832,29.221613,30.149744,30.141138,30.124689,30.129388,30.174341,30.127679,30.077539,29.090112,29.596155,29.09881,29.587549,30.141779,28.977472,28.977655,27.675104,28.44436,29.155878,27.694482,29.275049,29.490381,28.540826,29.12475,28.91192,29.450677,29.465234
1700,28.554468,53.133752,29.172479,29.605798,30.166559,28.933557,29.599664,29.665857,29.18371,31.050073,30.310938,30.127771,29.205072,29.707269,31.833246,29.571161,29.089136,29.004541,29.612146,30.595728,29.026819,29.590204,29.667688,28.533899,29.056848,29.346765,30.260339,30.251733,30.235193,30.240015,30.284937,30.238275,30.188104,29.192407,29.702875,29.201227,29.694391,30.252374,29.087549,29.087762,27.777521,28.55517,29.274805,27.77337,29.383661,29.601892,28.645441,29.227045,29.0198,29.558496,29.572565
1850,28.647424,53.22677,29.260034,29.695856,30.25979,29.01861,29.689722,29.755548,29.270654,31.143182,30.404199,30.220483,29.290674,29.796625,31.92663,29.661462,29.175836,29.090234,29.702112,30.688989,29.113519,29.680383,29.763116,28.621179,29.149133,29.451654,30.353052,30.344446,30.327966,30.332727,30.37771,30.330988,30.280847,29.278162,29.792322,29.287164,29.78396,30.345087,29.179987,29.1802,27.863519,28.648157,29.374536,27.839166,29.474756,29.695459,28.733087,29.312799,29.110254,29.648889,29.662592
2050,28.746179,53.325464,29.352777,29.791467,30.358698,29.108881,29.785242,29.850671,29.362817,31.241846,30.503107,30.318811,29.381494,29.891534,32.025629,29.757288,29.267786,29.181207,29.797632,30.787866,29.205408,29.775995,29.864374,28.713708,29.247064,29.562952,30.451379,30.442773,30.426294,30.431055,30.476038,30.429315,30.379236,29.369073,29.88717,29.378259,29.879022,30.443414,29.278009,29.278162,27.954736,28.746942,29.48028,27.910516,29.571375,29.794641,28.826074,29.40365,29.20614,29.744592,29.758051
