Iteration,Backcase,IC_DA9313,IC_DA9313_Backcase,IC_DA9313_TP,IC_MCP,IC_MCP_Backcase,IC_MCP_TP,IC_PM8009_TP,IC_PM8009_backcase,IC_PM8009_chip,IC_PM855,IC_PM855B,IC_PM855B_Backcase,IC_PM855B_TP,IC_PM855L,IC_PM855L_TP,IC_PM855L_backcase,IC_PM855_Backcase,IC_PM855_TP,IC_SM8250_LPDDR5,IC_SM8250_LPDDR5_Backcase,IC_SM8250_LPDDR5_TP,MAIN_CAM_SENSOR,Main_CAM_SENOR_Backcase,Main_CAM_SENOR_TP,Main_Cam_MADA,Pilot_ISP,Pilot_NPU,Pilot_Tsensor0,Pilot_Tsensor2,Pilot_Tsensor3,Pilot_dram,Pilot_pmic,Pilot_pmic_Backcase,Pilot_pmic_TP,Pilot_soc_Backcase,Pilot_soc_TP,Pilot_soc_die,Sceen_ic_TP,Screen,Screen_ic,Screen_ic_Backcase,WIDE_CAM_MADA,WIDE_CAM_SENOR_Backcase,WIDE_CAM_SENOR_TP,WIDE_CAM_SENSOR,ch2,ch4,ch5,ch6,ch7
130,25.454218,26.85119,26.07348,26.363123,26.877252,25.902917,26.417902,26.475397,26.139948,27.548608,27.020288,28.052515,26.243677,26.593225,26.821924,26.318445,25.995355,25.973871,26.429041,26.898401,25.978143,26.376001,26.152612,25.316522,25.826257,25.466791,27.478723,27.577448,27.480249,27.618677,27.440454,27.47793,40.153772,26.216211,26.574457,26.194177,26.538873,27.524652,25.864557,25.864709,25.141748,25.454279,25.60415,25.30694,26.092126,26.225366,25.369043,26.270898,25.649988,26.360071,26.320978
170,25.619012,27.091913,26.302515,26.591882,27.120782,26.129236,26.645197,26.710962,26.375696,27.797693,27.266504,28.301294,26.495355,26.834955,27.064874,26.54281,26.219141,26.201257,26.657495,27.140955,26.200037,26.60238,26.395837,25.490411,26.017755,25.6896,27.726587,27.825464,27.728448,27.866907,27.688074,27.725397,40.402338,26.465234,26.816095,26.440515,26.781213,27.772638,26.056879,26.057092,25.233026,25.619104,25.853723,25.443567,26.304224,26.480707,25.548212,26.52514,25.857141,26.632288,26.55816
200,25.740106,27.254175,26.457544,26.746393,27.284448,26.282739,26.798669,26.869348,26.533777,27.964655,27.431665,28.46792,26.66189,26.996454,27.228418,26.694971,26.371515,26.355127,26.811548,27.304163,26.351129,26.755426,26.562982,25.624109,26.151971,25.856744,27.892877,27.991846,27.894922,28.03338,27.854211,27.891534,40.568933,26.630243,26.977655,26.603998,26.943445,27.938928,26.191644,26.191858,25.307245,25.740228,26.033411,25.546564,26.449731,26.653864,25.684045,26.693109,26.006708,26.813013,26.71795
250,25.932947,27.490472,26.682123,26.972284,27.521997,26.505365,27.023004,27.099084,26.761041,28.205896,27.670923,28.708673,26.897668,27.229395,27.46615,26.918237,26.593408,26.57818,27.036615,27.541284,26.571344,26.979608,26.810083,25.842859,26.356775,26.123956,28.133356,28.232385,28.135675,28.274103,28.094568,28.131799,40.809656,26.864404,27.210809,26.836603,27.177667,28.179498,26.397058,26.397241,25.439661,25.933069,26.308069,25.709253,26.666437,26.905756,25.903589,26.930566,26.238489,27.069452,26.950281
310,26.150049,27.739618,26.918298,27.21142,27.771997,26.738947,27.260675,27.340906,26.998468,28.458795,27.922266,28.960901,27.140558,27.473138,27.716608,27.155511,26.827783,26.812494,27.274805,27.791162,26.804193,27.217218,27.072565,26.089502,26.581201,26.420801,28.385583,28.484644,28.388055,28.526422,28.346704,28.383783,41.061975,27.106104,27.454889,27.077203,27.422876,28.431726,26.622003,26.622156,25.603021,26.150232,26.603204,25.890955,26.899194,27.169763,26.149805,27.174799,26.491998,27.332971,27.194727
380,26.384332,27.996301,27.161127,27.458459,28.029291,26.97851,27.506525,27.589563,27.241205,28.718134,28.180536,29.219415,27.386316,27.722864,27.97439,27.401331,27.069513,27.053125,27.52099,28.048395,27.044519,27.463129,27.343225,26.351068,26.819391,26.732813,28.644189,28.74328,28.646753,28.78512,28.605249,28.642236,41.320642,27.351038,27.70495,27.321497,27.673883,28.690363,26.860559,26.860712,25.791956,26.384576,26.906671,26.083948,27.142572,27.439294,26.410486,27.421564,26.756952,27.598291,27.445825
460,26.62887,28.255792,27.406305,27.708734,28.28927,27.219965,27.755792,27.840662,27.485498,28.979425,28.441248,29.479822,27.631616,27.974329,28.234979,27.650995,27.313898,27.295801,27.770563,28.308344,27.287897,27.712701,27.615991,26.616357,27.065576,27.048242,28.904749,29.003839,28.907373,29.04574,28.865747,28.902704,41.58114,27.59585,27.95672,27.565942,27.926508,28.950891,27.10708,27.107263,25.99917,26.629175,27.209314,26.281702,27.391321,27.709161,26.675043,27.667566,27.024652,27.861688,27.69906
550,26.87713,28.513696,27.649683,27.95788,28.547632,27.459436,28.004297,28.08996,27.727441,29.23855,28.700037,29.738,27.873285,28.223535,28.49386,27.899988,27.556848,27.536676,28.019128,28.566797,27.529962,27.961389,27.885767,26.877191,27.314111,27.358209,29.163019,29.26214,29.165674,29.304041,29.124048,29.160913,41.839441,27.837244,28.206201,27.807123,28.17666,29.209222,27.355859,27.356104,26.216913,26.877496,27.504663,26.479059,27.640466,27.974878,26.935693,27.909692,27.288416,28.119897,27.950159
650,27.123285,28.765771,27.887415,28.201624,28.800165,27.693201,28.247522,28.333459,27.963495,29.491418,28.952936,29.989893,28.108148,28.466638,28.746912,28.143823,27.794275,27.771783,28.262445,28.81933,27.766656,28.20495,28.148035,27.128076,27.559564,27.656641,29.415063,29.514185,29.417719,29.556085,29.376062,29.412805,42.091425,28.071954,28.449548,28.04165,28.420618,29.461237,27.601587,27.601801,26.437555,27.123651,27.78808,26.671625,27.885278,28.23269,27.186945,28.1448,27.543207,28.369714,28.195154
750,27.342615,28.98855,28.09765,28.417169,29.023309,27.89953,28.462793,28.548486,28.171899,29.714685,29.176294,30.212274,28.314935,28.681207,28.970483,28.359613,28.004144,27.979425,28.477625,29.042535,27.976068,28.420435,28.37887,27.34649,27.777948,27.916772,29.637537,29.736658,29.640161,29.778558,29.598596,29.635248,42.313928,28.278711,28.664301,28.248407,28.635797,29.683679,27.820184,27.820398,26.636896,27.343042,28.034906,26.83996,28.102228,28.459253,27.405969,28.351831,27.766107,28.589166,28.411371
850,27.537958,29.185938,28.28396,28.608179,29.221033,28.082117,28.653589,28.739008,28.356531,29.912378,29.3742,30.409204,28.497675,28.871149,29.168542,28.550989,28.189935,28.16311,28.66842,29.240259,28.161554,28.611383,28.582697,27.537653,27.972223,28.144769,29.834497,29.933649,29.837152,29.975549,29.795557,29.832239,42.510889,28.461572,28.854364,28.431268,28.826257,29.880701,28.014673,28.014856,26.815881,27.538446,28.251215,26.987573,28.294794,28.659204,27.597925,28.534753,27.961938,28.7828,28.602716
950,27.711816,29.360986,28.449243,28.777582,29.396417,28.243768,28.8229,28.907922,28.520258,30.087671,29.549707,30.583765,28.659509,29.039484,29.344232,28.720819,28.354639,28.325861,28.837701,29.415704,28.325952,28.780908,28.763116,27.705652,28.144952,28.3453,30.009149,30.108301,30.011774,30.150201,29.970209,30.006769,42.68551,28.623499,29.022913,28.593378,28.995081,30.055292,28.187555,28.187769,26.975854,27.712366,28.441614,27.117242,28.465967,28.836084,27.766687,28.69671,28.134607,28.954004,28.772333
1100,27.93197,29.581689,28.656976,28.991327,29.617578,28.447717,29.036554,29.120935,28.726251,30.308618,29.77099,30.803827,28.863397,29.251733,29.56579,28.935083,28.561914,28.53103,29.051263,29.636865,28.533014,28.994775,28.990045,27.91543,28.363458,28.596307,30.229242,30.328394,30.231836,30.370264,30.190332,30.226831,42.905634,28.827478,29.235345,28.797235,29.207758,30.275385,28.406244,28.406458,27.178918,27.932581,28.680017,27.284143,28.682001,29.058588,27.977777,28.900659,28.350854,29.169366,28.986169
1250,28.117273,29.767419,28.831873,29.171167,29.803613,28.618921,29.216272,29.300073,28.899622,30.49447,29.957178,30.988855,29.034723,29.430231,29.752161,29.11535,28.736108,28.703394,29.230951,29.822961,28.707056,29.174707,29.18078,28.090875,28.547357,28.806451,30.414392,30.513544,30.416956,30.555414,30.375513,30.41192,43.090845,28.998865,29.413965,28.968744,29.386621,30.460565,28.590326,28.590509,27.350122,28.117883,28.879663,27.422296,28.863855,29.245538,28.154321,29.072046,28.532098,29.350244,29.165918
1400,28.273065,29.923486,28.978876,29.322198,29.960016,28.762506,29.367365,29.450555,29.045343,30.650659,30.113672,31.144403,29.178491,29.580225,29.908777,29.26684,28.882379,28.847986,29.381891,29.979333,28.853143,29.325922,29.340936,28.237817,28.70202,28.98269,30.569971,30.669092,30.572504,30.710992,30.531091,30.567499,43.246423,29.142847,29.56402,29.112817,29.53692,30.616144,28.745111,28.745294,27.494135,28.273706,29.047144,27.536707,29.016565,29.402521,28.302148,29.215967,28.684167,29.50213,29.316919
1550,28.403955,30.054529,29.102319,29.449121,30.091333,28.882806,29.494165,29.576929,29.16778,30.781793,30.24505,31.274988,29.299097,29.706079,30.040308,29.394006,29.004968,28.96911,29.508722,30.110651,28.975702,29.452844,29.475427,28.361047,28.831934,29.130487,30.700586,30.799768,30.703119,30.841638,30.661737,30.698083,43.377069,29.263635,29.689996,29.23382,29.663049,30.74679,28.875208,28.875421,27.615167,28.404626,29.187646,27.631647,29.144952,29.534326,28.425989,29.336755,28.8117,29.62948,29.443719
1700,28.513818,30.164514,29.205927,29.555566,30.201563,28.983484,29.60058,29.682916,29.270502,30.89187,30.35531,31.384637,29.400232,29.8117,30.150659,29.500818,29.10766,29.070581,29.615045,30.220911,29.078333,29.559412,29.588281,28.464319,28.941064,29.25451,30.810236,30.909387,30.812708,30.951227,30.771356,30.807703,43.486688,29.364954,29.795709,29.335413,29.768945,30.856378,28.98446,28.984644,27.716882,28.514551,29.305536,27.710687,29.25271,29.644891,28.529779,29.438074,28.918665,29.736353,29.550134
1850,28.606012,30.256769,29.292749,29.644739,30.294,29.067682,29.689905,29.771875,29.356744,30.984155,30.447748,31.476465,29.484918,29.900323,30.24325,29.590295,29.193628,29.15545,29.704279,30.313348,29.16427,29.648798,29.682886,28.550836,29.032587,29.358545,30.902155,31.001306,30.904626,31.043146,30.863306,30.899622,43.578638,29.449854,29.884393,29.420557,29.85766,30.948297,29.076013,29.076227,27.802179,28.606744,29.404352,27.776575,29.343042,29.737604,28.616724,29.523004,29.008386,29.8258,29.639337
2050,28.703943,30.354547,29.384668,29.739496,30.391931,29.157037,29.78454,29.866205,29.448083,31.081995,30.54577,31.573938,29.574762,29.994257,30.341394,29.685297,29.284662,29.245508,29.798944,30.41134,29.255304,29.743555,29.783228,28.642542,29.129755,29.468835,30.999597,31.098779,31.002039,31.140588,30.960779,30.997003,43.67608,29.53988,29.978418,29.510828,29.951776,31.04574,29.173242,29.173456,27.892755,28.704706,29.509119,27.847833,29.438959,29.83587,28.708856,29.613031,29.103387,29.920709,29.733972
